completed_time,additional_comments,algae_quantity,anoph_present,barcode_recording_falcon_barcode,barcode_recording_scan_barcode,case_case_id,collection_date,county,culicine_present,distance_from_site,distance_to_nearest_animal_shelter,distance_to_nearest_hse,drainage_source_car_wash,drainage_source_extra,drainage_source_hotel_food_kiosk,drainage_source_market_place,drainage_source_other,drainage_source_public_toilets,drainage_source_residential_outlets,drainage_source_salon_barber_shop,drainage_source_unknown,drainage_source_water_point,geographical_information_village_name,gps_coordinates_accuracy_(meters),gps_coordinates_altitude_(meters),gps_coordinates_latitude_(degrees),gps_coordinates_longitude_(degrees),habitat_nature,habitat_size,interviewer,other_breeding_site,other_drainage_channel_source,predators_present,season,shade,site_code,site_gps,site_lat,site_loc,site_long,site_photo,subcase_0_case_case_id,subcounty,sublocation,transect,type_of_breeding_site,type_of_water,vegetation_present,water_appearance,water_depth,water_source,form_link,formid,hq_user,number,received_on,started_time,username
2025-08-18T13:58:50.610000Z,maka,none,yes,TRN1122J,TRN1122J,f0065075b80b4ea6b4cfbc1aa25bb28c,2025-08-18,Garissa,yes,198.52451804325588,between_100m_500m,less_than_100m,---,---,---,---,---,---,---,---,---,---,ifitn,5.08,115.69,-0.4706327,39.6409811,temporary,between_10m_100m,Emmanuel Kilu,---,---,yes,dry_season,not_shaded,GRS99,-0.468986 39.641671,-0.468986,-0.468986 39.641671,39.641671,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/4ac1b6e9-2f8b-4c4d-9148-0e4ae1638c52/1755525017870.jpg,68b90b2b-e176-4f45-8453-84c0951c4cbd,Training,Palm Oasis,urban,Dam,stagnant,no,polluted,less_than_10cm,lagoon,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/4ac1b6e9-2f8b-4c4d-9148-0e4ae1638c52/,4ac1b6e9-2f8b-4c4d-9148-0e4ae1638c52,an_steph_test,4ac1b6e9-2f8b-4c4d-9148-0e4ae1638c52,2025-08-19T07:31:26.231660Z,2025-08-18T13:23:09.221000Z,an_steph_test
2025-08-19T06:07:34.390000Z,,none,yes,TRN1122B,TRN1122B,960359562013479a9a430c615963b40b,2025-08-19,Garissa,yes,106.09184946201485,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,bula lftin,4.96,120.79,-0.4874275,39.6581193,permanent,less_than_10m,Emmanuel Kilu,---,---,yes,dry_season,not_shaded,GRS98,-0.488139 39.658755,-0.488139,-0.488139 39.658755,39.658755,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/9b56cdb1-cc48-432f-aef6-151a8ffeac51/1755583613822.jpg,a0feb0fe-a52b-4802-a121-309ef1cb7991,Training,Field Training,urban,Man-made construction water reservoir,stagnant,yes,turbid_cloudy,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/9b56cdb1-cc48-432f-aef6-151a8ffeac51/,9b56cdb1-cc48-432f-aef6-151a8ffeac51,an_steph_test,9b56cdb1-cc48-432f-aef6-151a8ffeac51,2025-08-19T07:31:30.805323Z,2025-08-19T06:00:35.246000Z,an_steph_test
2025-08-19T07:39:47.378000Z,,none,no,---,---,dc37189842f44399ab57c9fb5a46ac48,2025-08-19,Kitui,yes,325.5333089106633,between_100m_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,nguuni,2.06,827.0,-1.7247745,38.0783224,temporary,less_than_10m,Jacinta Kalungu,---,---,yes,dry_season,not_shaded,GP56,-1.724712628 38.08125066,-1.724712628,-1.724712628 38.08125066,38.08125066,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/9c1ecfa5-a335-478b-8fe2-29f2c316ad6c/1755589179014.jpg,---,Kitui South,Ithumula,rural,Man-made construction water reservoir,stagnant,no,turbid_cloudy,more_than_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/9c1ecfa5-a335-478b-8fe2-29f2c316ad6c/,9c1ecfa5-a335-478b-8fe2-29f2c316ad6c,gp56,9c1ecfa5-a335-478b-8fe2-29f2c316ad6c,2025-08-19T07:39:50.707346Z,2025-08-19T07:35:05.028000Z,gp56
2025-08-19T07:47:18.042000Z,,none,no,---,---,630ac1008eec46f3b1d322a854da8dcd,2025-08-19,Marsabit,no,320.787605518853,between_100m_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,jillo buda,4.59,644.0,3.4553333,38.5202783,temporary,between_10m_100m,Abdi Dida Wario,---,---,no,rainy_season,not_shaded,GP16,3.454072435 38.51767879,3.454072435,3.454072435 38.51767879,38.51767879,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/96bca9c8-9ca5-4da7-b67b-f09126917985/1755589628688.jpg,---,Moyale,Walda,rural,Tank,flowing,no,clear,between_10cm_50cm,rain,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/96bca9c8-9ca5-4da7-b67b-f09126917985/,96bca9c8-9ca5-4da7-b67b-f09126917985,gp16,96bca9c8-9ca5-4da7-b67b-f09126917985,2025-08-19T07:47:19.070865Z,2025-08-19T07:44:43.392000Z,gp16
2025-08-19T07:55:58.759000Z,,none,no,---,---,630ac1008eec46f3b1d322a854da8dcd,2025-08-19,Marsabit,no,359.0826445303521,between_100m_500m,less_than_100m,---,---,---,---,---,---,---,---,---,---,abduba dengicha,6.7,637.0,3.4550471,38.5207631,permanent,between_10m_100m,Abdi Dida Wario,---,---,no,rainy_season,fully_shaded,GP16,3.454072435 38.51767879,3.454072435,3.454072435 38.51767879,38.51767879,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/6a2a93e2-897e-4406-a7fb-90ba8e8877f5/1755590150249.jpg,---,Moyale,Walda,rural,Tank,flowing,no,clear,between_10cm_50cm,rain,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/6a2a93e2-897e-4406-a7fb-90ba8e8877f5/,6a2a93e2-897e-4406-a7fb-90ba8e8877f5,gp16,6a2a93e2-897e-4406-a7fb-90ba8e8877f5,2025-08-19T07:56:00.205526Z,2025-08-19T07:52:32.280000Z,gp16
2025-08-19T07:59:35.655000Z,,none,no,---,---,dc37189842f44399ab57c9fb5a46ac48,2025-08-19,Kitui,yes,495.5990671217626,between_100m_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,itulu,2.62,828.0,-1.7274876,38.0777613,temporary,between_10m_100m,Jacinta Kalungu,---,---,yes,dry_season,not_shaded,GP56,-1.724712628 38.08125066,-1.724712628,-1.724712628 38.08125066,38.08125066,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/fa622cc5-eaec-4349-be22-7a8be70b5970/1755590367280.jpg,---,Kitui South,Ithumula,rural,Man-made construction water reservoir,stagnant,no,turbid_cloudy,more_than_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/fa622cc5-eaec-4349-be22-7a8be70b5970/,fa622cc5-eaec-4349-be22-7a8be70b5970,gp56,fa622cc5-eaec-4349-be22-7a8be70b5970,2025-08-19T07:59:38.822052Z,2025-08-19T07:56:24.001000Z,gp56
2025-08-19T08:25:41.500000Z,,none,no,---,---,53aa2e83f6464072a0c80c22fee5447c,2025-08-19,Turkana,no,1309.7914217705231,between_100m_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,kalokol town,3.3,362.8,3.5347333,35.8608817,temporary,between_100m_250m,Stephen Ekuwom Ewoton,---,---,no,rainy_season,not_shaded,GP47,3.522972956 35.86021384,3.522972956,3.522972956 35.86021384,35.86021384,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/b83cc0a1-5b2e-4f8d-9dc2-4ab48a764590/1755591930060.jpg,---,Turkana Central,Kalokol,peri-urban,Rain pool,stagnant,no,turbid_cloudy,between_10cm_50cm,rain,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/b83cc0a1-5b2e-4f8d-9dc2-4ab48a764590/,b83cc0a1-5b2e-4f8d-9dc2-4ab48a764590,gp47,b83cc0a1-5b2e-4f8d-9dc2-4ab48a764590,2025-08-19T08:25:45.070899Z,2025-08-19T08:22:57.555000Z,gp47
2025-08-19T08:47:44.289000Z,Kris Kevin,none,no,---,---,b4d1492c218a45a5aef049964fde81df,2025-08-19,Marsabit,no,1242.9332392649726,between_100m_500m,less_than_100m,---,---,---,---,---,---,---,---,---,---,Namugusiay,7.8,395.0,4.3132845,36.227135,temporary,less_than_10m,Kerisa Kevin,---,---,no,rainy_season,not_shaded,GP35,4.316648193 36.21644486,4.316648193,4.316648193 36.21644486,36.21644486,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/a9fc6800-c73c-4130-9d16-22403fd3cbe6/1755593124784.jpg,---,North Horr,Illeret,rural,Tin/ plastic container,seepage,no,clear,between_10cm_50cm,rain,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/a9fc6800-c73c-4130-9d16-22403fd3cbe6/,a9fc6800-c73c-4130-9d16-22403fd3cbe6,gp35,a9fc6800-c73c-4130-9d16-22403fd3cbe6,2025-08-19T08:47:56.392043Z,2025-08-19T08:39:32.811000Z,gp35
2025-08-19T08:54:18.759000Z,,none,no,---,---,58d3a95d76a94801a3ae4b1ecbf6e20b,2025-08-19,Marsabit,no,992.364774305098,between_100m_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,shauriyako,7.75,1326.8,2.329522,37.9950594,permanent,between_100m_250m,Sadia Konte,---,---,no,rainy_season,partially_shaded,GP27,2.33046548 37.98617753,2.33046548,2.33046548 37.98617753,37.98617753,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/19ba650d-78f1-4481-90c2-f4a589b95a5a/1755593649120.jpg,---,Saku,Township,urban,Tank,stagnant,no,clear,more_than_50cm,rain,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/19ba650d-78f1-4481-90c2-f4a589b95a5a/,19ba650d-78f1-4481-90c2-f4a589b95a5a,gp27,19ba650d-78f1-4481-90c2-f4a589b95a5a,2025-08-19T08:54:20.422872Z,2025-08-19T08:50:41.679000Z,gp27
2025-08-19T06:40:20.446000Z,,none,yes,TRN1122A,TRN1122A,960359562013479a9a430c615963b40b,2025-08-19,Garissa,no,14.73025957316573,between_100m_500m,less_than_100m,,,,,,,,,,1,field training,4.22,107.04,-0.4880071,39.6587673,temporary,less_than_10m,Mary Yator,---,---,yes,dry_season,partially_shaded,GRS98,-0.488139 39.658755,-0.488139,-0.488139 39.658755,39.658755,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/335013a8-0ccb-4d63-b7ed-17c19de6e557/1755585499010.jpg,46836b0b-3a36-4b8f-90e4-5f7c102d78c3,Training,Field Training,urban,Drainage channel,flowing,no,turbid_cloudy,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/335013a8-0ccb-4d63-b7ed-17c19de6e557/,335013a8-0ccb-4d63-b7ed-17c19de6e557,an_steph_test,335013a8-0ccb-4d63-b7ed-17c19de6e557,2025-08-19T09:04:52.604449Z,2025-08-19T06:23:58.167000Z,an_steph_test
2025-08-19T06:04:25.536000Z,,none,yes,TRN11229,TRN11229,960359562013479a9a430c615963b40b,2025-08-19,Garissa,no,112.79086838245101,between_100m_500m,less_than_100m,,,,,,,,,1,,iftin,7.78,136.47,-0.4873459,39.6581226,temporary,less_than_10m,Mary Yator,---,---,no,dry_season,partially_shaded,GRS98,-0.488139 39.658755,-0.488139,-0.488139 39.658755,39.658755,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/82231274-f7bf-496c-869c-4b59554cfa5c/1755583365438.jpg,cc6f1046-bdfb-4097-9924-ab3ab4cbb2ba,Training,Field Training,urban,Drainage channel,stagnant,yes,turbid_cloudy,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/82231274-f7bf-496c-869c-4b59554cfa5c/,82231274-f7bf-496c-869c-4b59554cfa5c,an_steph_test,82231274-f7bf-496c-869c-4b59554cfa5c,2025-08-19T09:05:15.607943Z,2025-08-19T05:57:14.573000Z,an_steph_test
2025-08-19T06:11:49.043000Z,,none,yes,TRN11228,TRN11228,960359562013479a9a430c615963b40b,2025-08-19,Garissa,yes,103.84428704736581,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,iftin,4.53,124.62,-0.4874158,39.6581641,temporary,between_10m_100m,Emmanuel Kilu,---,---,yes,dry_season,not_shaded,GRS98,-0.488139 39.658755,-0.488139,-0.488139 39.658755,39.658755,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/c5f27127-f095-4489-84d3-2d711b44bf33/1755583862351.jpg,9dabeb08-1fa0-435c-bf30-69ce6f92ccbc,Training,Field Training,urban,Man-made construction water reservoir,stagnant,no,turbid_cloudy,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/c5f27127-f095-4489-84d3-2d711b44bf33/,c5f27127-f095-4489-84d3-2d711b44bf33,an_steph_test,c5f27127-f095-4489-84d3-2d711b44bf33,2025-08-19T09:05:17.015145Z,2025-08-19T06:06:07.019000Z,an_steph_test
2025-08-19T06:04:33.722000Z,raha,none,yes,TRN1122A,TRN1122A,960359562013479a9a430c615963b40b,2025-08-19,Garissa,yes,103.78099699797234,between_100m_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,iftin,4.59,108.29,-0.4874283,39.65815,temporary,between_10m_100m,Mary Yator,---,---,yes,dry_season,partially_shaded,GRS98,-0.488139 39.658755,-0.488139,-0.488139 39.658755,39.658755,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/986be994-a293-40fc-b8a1-093584247235/1755583363381.jpg,93153516-54f3-415e-8180-f3417687befb,Training,Field Training,urban,Ditch,stagnant,no,turbid_cloudy,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/986be994-a293-40fc-b8a1-093584247235/,986be994-a293-40fc-b8a1-093584247235,an_steph_test,986be994-a293-40fc-b8a1-093584247235,2025-08-19T09:05:38.804935Z,2025-08-19T05:59:25.769000Z,an_steph_test
2025-08-19T09:06:25.035000Z,Alot of culex in water,none,no,---,---,983f8e4161d24d6d899091b33f66566a,2025-08-19,Bungoma,no,338.6822144110967,more_than_500m,more_than_500m,---,---,---,---,---,---,---,---,---,---,nachambo,5.0,1426.8,0.5448696,34.5543127,temporary,between_10m_100m,Dennis Peter,---,---,yes,rainy_season,partially_shaded,GP02,0.542103489 34.55303759,0.542103489,0.542103489 34.55303759,34.55303759,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/cb915ea9-26d1-4b58-8764-8104d1889680/1755594328241.jpg,---,Kanduyi,S.Kanduyi,peri-urban,Ditch,stagnant,no,polluted,between_10cm_50cm,rain,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/cb915ea9-26d1-4b58-8764-8104d1889680/,cb915ea9-26d1-4b58-8764-8104d1889680,gp02,cb915ea9-26d1-4b58-8764-8104d1889680,2025-08-19T09:06:27.213967Z,2025-08-19T09:02:48.606000Z,gp02
2025-08-19T06:29:38.030000Z,,none,yes,TRN1122C,TRN1122C,960359562013479a9a430c615963b40b,2025-08-19,Garissa,yes,7.598787450082901,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,training,5.0,121.0,-0.488177,39.6588118,temporary,less_than_10m,Emmanuel Kilu,---,---,no,dry_season,fully_shaded,GRS98,-0.488139 39.658755,-0.488139,-0.488139 39.658755,39.658755,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/d5f31a1c-9ba3-44ee-b377-ae1f88a4dd86/1755584850822.jpg,e84a25b7-93f1-451d-b91a-0e5ddccb5f80,Training,Field Training,urban,Stream,stagnant,yes,turbid_cloudy,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/d5f31a1c-9ba3-44ee-b377-ae1f88a4dd86/,d5f31a1c-9ba3-44ee-b377-ae1f88a4dd86,an_steph_test,d5f31a1c-9ba3-44ee-b377-ae1f88a4dd86,2025-08-19T09:14:31.552195Z,2025-08-19T06:22:12.473000Z,an_steph_test
2025-08-19T09:24:09.890000Z,,none,no,---,---,14b4689a86154b68a38a5139f21b80dd,2025-08-19,Marsabit,no,914.7156844954001,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,badasa,7.5,980.0,2.2550314,38.0345165,permanent,between_10m_100m,Galgallo Huqa,---,---,yes,dry_season,partially_shaded,GP37,2.246952826 38.03296372,2.246952826,2.246952826 38.03296372,38.03296372,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/d3f03a8c-04e7-4d0d-867c-c004b972c47c/1755595424246.jpg,---,Saku,Badasa,rural,Tank,stagnant,no,clear,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/d3f03a8c-04e7-4d0d-867c-c004b972c47c/,d3f03a8c-04e7-4d0d-867c-c004b972c47c,gp37,d3f03a8c-04e7-4d0d-867c-c004b972c47c,2025-08-19T09:24:13.260464Z,2025-08-19T09:14:06.315000Z,gp37
2025-08-19T09:25:59.759000Z,,none,no,---,---,983f8e4161d24d6d899091b33f66566a,2025-08-19,Bungoma,no,523.7791056986638,more_than_500m,more_than_500m,---,---,---,---,---,---,---,---,---,---,nachambo,5.5,1430.0,0.5398861,34.5488815,temporary,between_10m_100m,Dennis Peter,---,---,no,rainy_season,not_shaded,GP02,0.542103489 34.55303759,0.542103489,0.542103489 34.55303759,34.55303759,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/e31937be-2fe9-4b01-b52f-170e66c40234/1755595518738.jpg,---,Kanduyi,S.Kanduyi,rural,Pit,stagnant,yes,clear,between_10cm_50cm,rain,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/e31937be-2fe9-4b01-b52f-170e66c40234/,e31937be-2fe9-4b01-b52f-170e66c40234,gp02,e31937be-2fe9-4b01-b52f-170e66c40234,2025-08-19T09:26:01.659115Z,2025-08-19T09:22:22.335000Z,gp02
2025-08-19T09:37:40.691000Z,A few tadpoles  in this breeding site,none,no,---,---,983f8e4161d24d6d899091b33f66566a,2025-08-19,Bungoma,no,585.6433351468131,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,nachambo,5.0,1455.0,0.5391074,34.5487058,temporary,between_100m_250m,Dennis Peter,---,---,yes,rainy_season,not_shaded,GP02,0.542103489 34.55303759,0.542103489,0.542103489 34.55303759,34.55303759,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/bc242674-4be2-4822-b02e-db309e5205ea/1755596208290.jpg,---,Kanduyi,S.Kanduyi,rural,Pit,stagnant,yes,clear,between_10cm_50cm,rain,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/bc242674-4be2-4822-b02e-db309e5205ea/,bc242674-4be2-4822-b02e-db309e5205ea,gp02,bc242674-4be2-4822-b02e-db309e5205ea,2025-08-19T09:37:43.744895Z,2025-08-19T09:33:10.593000Z,gp02
2025-08-19T09:44:39.847000Z,This is a stagnat water without larval and it is very dirty,moderate,no,---,---,2c7ff7cc24c744498697683a14eb1446,2025-08-19,Kitui,no,420.8855239987881,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,mavoko,2.2,992.29,-0.9367596,38.0584128,temporary,less_than_10m,Catherine Ndanu Musyimi,---,---,yes,dry_season,partially_shaded,GP31,-0.933132374 38.05949474,-0.933132374,-0.933132374 38.05949474,38.05949474,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/462d8575-9dcd-4e26-a099-7fabb5956c54/1755596494441.jpg,---,Mwingi Central,Mwingi Township,urban,Ditch,stagnant,yes,dark,less_than_10cm,lagoon,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/462d8575-9dcd-4e26-a099-7fabb5956c54/,462d8575-9dcd-4e26-a099-7fabb5956c54,gp31,462d8575-9dcd-4e26-a099-7fabb5956c54,2025-08-19T09:44:43.147512Z,2025-08-19T09:32:45.054000Z,gp31
2025-08-19T09:52:28.882000Z,a few predators  in water,none,no,---,---,983f8e4161d24d6d899091b33f66566a,2025-08-19,Bungoma,no,659.541663829518,between_100m_500m,less_than_100m,---,---,---,---,---,---,---,---,---,---,nachambo,5.0,1464.0,0.5390787,34.5479352,temporary,between_10m_100m,Dennis Peter,---,---,no,rainy_season,not_shaded,GP02,0.542103489 34.55303759,0.542103489,0.542103489 34.55303759,34.55303759,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/3387b137-5bba-4b44-9655-e77ebeed51ec/1755597042728.jpg,---,Kanduyi,S.Kanduyi,rural,Ditch,stagnant,yes,clear,less_than_10cm,rain,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/3387b137-5bba-4b44-9655-e77ebeed51ec/,3387b137-5bba-4b44-9655-e77ebeed51ec,gp02,3387b137-5bba-4b44-9655-e77ebeed51ec,2025-08-19T09:52:31.906912Z,2025-08-19T09:46:01.470000Z,gp02
2025-08-19T09:57:46.912000Z,,moderate,no,---,---,14b4689a86154b68a38a5139f21b80dd,2025-08-19,Marsabit,no,959.7368365128555,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,badasa,6.8,953.0,2.2545893,38.0369893,permanent,less_than_10m,Galgallo Huqa,---,---,no,dry_season,partially_shaded,GP37,2.246952826 38.03296372,2.246952826,2.246952826 38.03296372,38.03296372,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/3d1f4f35-7d58-46f2-9cb2-b4a54dfc97a1/1755597437820.jpg,---,Saku,Badasa,rural,Tank,stagnant,yes,dark,between_10cm_50cm,rain,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/3d1f4f35-7d58-46f2-9cb2-b4a54dfc97a1/,3d1f4f35-7d58-46f2-9cb2-b4a54dfc97a1,gp37,3d1f4f35-7d58-46f2-9cb2-b4a54dfc97a1,2025-08-19T09:57:49.321779Z,2025-08-19T09:47:07.280000Z,gp37
2025-08-19T13:27:13.141000Z,,scarce,no,---,---,53f39df23fdc421cafa5ba9bffabd101,2025-08-19,Turkana,no,42.78530677560291,between_100m_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,NangordengoB,2.5,594.3,2.8947483,35.2721267,temporary,between_10m_100m,Namanabu Areman Scolastica,water collection for watering trees,---,no,dry_season,not_shaded,GP23,2.89445147 35.27188155,2.89445147,2.89445147 35.27188155,35.27188155,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/c48a20bd-2989-4392-bfb7-1c81078b1ea1/1755610019401.jpg,---,Loima,Lorugum,rural,Other (specify),flowing,no,clear,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/c48a20bd-2989-4392-bfb7-1c81078b1ea1/,c48a20bd-2989-4392-bfb7-1c81078b1ea1,gp23,c48a20bd-2989-4392-bfb7-1c81078b1ea1,2025-08-19T10:31:54.415469Z,2025-08-19T13:15:46.404000Z,gp23
2025-08-19T10:42:29.071000Z,more culisine,scarce,no,---,---,ad3b92adb5bf45c995c4f7fae04f2b33,2025-08-19,Nakuru,yes,877.0832305289092,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,site kaburi,7.6,1993.8,-0.5080499,36.3221699,temporary,between_10m_100m,Virginia Koech,---,---,yes,rainy_season,partially_shaded,GP40,-0.500689546 36.32500592,-0.500689546,-0.500689546 36.32500592,36.32500592,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/6534633d-5e32-4651-897d-675843338100/1755600127764.jpg,---,Gilgil,Gilgil,urban,Flood plain,stagnant,yes,dark,between_10cm_50cm,rain,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/6534633d-5e32-4651-897d-675843338100/,6534633d-5e32-4651-897d-675843338100,gp40,6534633d-5e32-4651-897d-675843338100,2025-08-19T10:42:35.756765Z,2025-08-19T10:38:40.503000Z,gp40
2025-08-19T10:44:08.275000Z,No larvae spotted,none,no,---,---,bf89063b4ddf4f56a1f11c3c1629a972,2025-08-19,Kakamega,no,857.2479204912373,between_100m_500m,less_than_100m,---,---,---,---,---,---,---,---,---,---,cbd,5.05,1555.5,0.2773215,34.75749,temporary,less_than_10m,Ahmed Maluma,---,---,no,rainy_season,not_shaded,GP10,0.283176591 34.75247468,0.283176591,0.283176591 34.75247468,34.75247468,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/e9a0d002-5e5e-472d-a744-a6a9b2a899ec/1755600225234.jpg,---,Lurambi,Township,urban,Rain pool/ puddle,stagnant,no,polluted,less_than_10cm,rain,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/e9a0d002-5e5e-472d-a744-a6a9b2a899ec/,e9a0d002-5e5e-472d-a744-a6a9b2a899ec,gp10,e9a0d002-5e5e-472d-a744-a6a9b2a899ec,2025-08-19T10:44:11.237633Z,2025-08-19T10:40:21.149000Z,gp10
2025-08-19T13:43:31.916000Z,,scarce,no,---,---,53f39df23fdc421cafa5ba9bffabd101,2025-08-19,Turkana,no,47.682519850093776,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,Nangordengo B,2.61,601.2,2.8947936,35.2721404,temporary,less_than_10m,Namanabu Areman Scolastica,plants watering stagnating,---,no,dry_season,not_shaded,GP23,2.89445147 35.27188155,2.89445147,2.89445147 35.27188155,35.27188155,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/8c0882d8-dfde-43a6-9c3d-7c3b66879ee0/1755610998982.jpg,---,Loima,Lorugum,rural,Other (specify),flowing,no,clear,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/8c0882d8-dfde-43a6-9c3d-7c3b66879ee0/,8c0882d8-dfde-43a6-9c3d-7c3b66879ee0,gp23,8c0882d8-dfde-43a6-9c3d-7c3b66879ee0,2025-08-19T10:48:12.919446Z,2025-08-19T13:38:31.451000Z,gp23
2025-08-19T12:08:00.319000Z,Habitat  is surrounded  by bushes and poorly trimmed  fence,none,yes,KKG10228,KKG10228,bf89063b4ddf4f56a1f11c3c1629a972,2025-08-19,Kakamega,yes,893.3767576346233,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,cbd,4.88,1557.59,0.2770542,34.7576773,temporary,less_than_10m,Ahmed Maluma,garbage  collection  site,---,no,rainy_season,not_shaded,GP10,0.283176591 34.75247468,0.283176591,0.283176591 34.75247468,34.75247468,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/cd444646-574a-44db-a74d-4e52f501b99f/1755605153623.jpg,b64b552e-efea-4da1-a1a3-1d793a6252cb,Lurambi,Township,urban,Other (specify),stagnant,no,clear,less_than_10cm,rain,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/cd444646-574a-44db-a74d-4e52f501b99f/,cd444646-574a-44db-a74d-4e52f501b99f,gp10,cd444646-574a-44db-a74d-4e52f501b99f,2025-08-19T12:08:03.475232Z,2025-08-19T12:01:29.570000Z,gp10
2025-08-19T14:30:25.225000Z,,none,no,---,---,14b4689a86154b68a38a5139f21b80dd,2025-08-19,Marsabit,no,1535.8812019287875,less_than_100m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,badasa,5.2,1013.0,2.2591067,38.026396,permanent,between_10m_100m,Galgallo Huqa,---,---,no,dry_season,partially_shaded,GP37,2.246952826 38.03296372,2.246952826,2.246952826 38.03296372,38.03296372,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/4d0da4f5-1a68-4881-8cd1-b949f8489e63/1755613800787.jpg,---,Saku,Badasa,rural,Dam,stagnant,yes,dark,between_10cm_50cm,rain,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/4d0da4f5-1a68-4881-8cd1-b949f8489e63/,4d0da4f5-1a68-4881-8cd1-b949f8489e63,gp37,4d0da4f5-1a68-4881-8cd1-b949f8489e63,2025-08-19T14:30:27.967324Z,2025-08-19T14:25:09.506000Z,gp37
