completed_time,form additional_comments,form algae_quantity,form anoph_present,form barcode_recording falcon_barcode,form barcode_recording scan_barcode,form case case_id,form collection_date,form county,form culicine_present,form distance_from_site,form distance_to_nearest_animal_shelter,form distance_to_nearest_hse,form drainage_source | car_wash,form drainage_source | extra,form drainage_source | hotel_food_kiosk,form drainage_source | market_place,form drainage_source | other,form drainage_source | public_toilets,form drainage_source | residential_outlets,form drainage_source | salon_barber_shop,form drainage_source | unknown,form drainage_source | water_point,form geographical_information village_name,form gps_coordinates: accuracy (meters),form gps_coordinates: altitude (meters),form gps_coordinates: latitude (degrees),form gps_coordinates: longitude (degrees),form habitat_nature,form habitat_size,form interviewer,form other_breeding_site,form other_drainage_channel_source,form predators_present,form season,form shade,form site_code,form site_gps,form site_lat,form site_loc,form site_long,form site_photo,form subcase_0 case case_id,form subcounty,form sublocation,form transect,form type_of_breeding_site,form type_of_water,form vegetation_present,form water_appearance,form water_depth,form water_source,form_link,formid,hq_user,number,received_on,started_time,username
2025-09-05T15:36:27.882000Z,,none,yes,MER1122L,MER1122L,fecfe3e4338147fa91c7af95419f62b8,2025-09-05,Meru,no,1971,between_100m_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,B,3.44,1445.0,0.1897878,37.7817418,temporary,less_than_10m,Josphine Kainda,---,---,no,dry_season,not_shaded,-02,0.180696308 37.76653212,0.180696308,0.180696308 37.76653212,37.76653212,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/ee61a049-10ff-4f83-b39d-c56b0bbec2ca/1757085566503.jpg,5ed091f2-b54c-4679-ab66-e737de2a48a3,Tigania West,Ncooro,rural,Tank,stagnant,no,clear,between_10cm_50cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/ee61a049-10ff-4f83-b39d-c56b0bbec2ca/,ee61a049-10ff-4f83-b39d-c56b0bbec2ca,gp11,ee61a049-10ff-4f83-b39d-c56b0bbec2ca,2025-09-05T15:36:30.554341Z,2025-09-05T15:14:25.693000Z,gp11
2025-09-05T15:49:23.684000Z,,none,no,---,---,a991ed6b6b884fe28bc3f28f51fbf850,2025-09-05,Baringo,yes,161,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,kolowa,4.5,962.0,1.2164095,35.7545461,temporary,less_than_10m,Thomas Kiptoo,---,---,no,dry_season,not_shaded,GP53,1.215002696 35.75420916,1.215002696,1.215002696 35.75420916,35.75420916,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/ea0f6fec-dd8b-4df7-92b8-8f2543159c1a/1757087353804.jpg,---,East Pokot,Kollowa,urban,Abandoned tyre,stagnant,no,clear,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/ea0f6fec-dd8b-4df7-92b8-8f2543159c1a/,ea0f6fec-dd8b-4df7-92b8-8f2543159c1a,gp53,ea0f6fec-dd8b-4df7-92b8-8f2543159c1a,2025-09-05T15:49:25.471733Z,2025-09-05T15:44:14.855000Z,gp53
2025-09-06T04:23:10.958000Z,nothing to say,none,yes,TRK23222,TRK23222,53f39df23fdc421cafa5ba9bffabd101,2025-09-06,Turkana,yes,663,between_100m_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,chor o,2.8,597.3,2.8923483,35.2663017,permanent,less_than_10m,Namanabu Areman Scolastica,---,---,yes,dry_season,partially_shaded,GP23,2.89445147 35.27188155,2.89445147,2.89445147 35.27188155,35.27188155,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/9f450d96-25c2-41ea-8fe3-2f77a8861ca8/1757132472469.jpg,d945930f-d0ba-4108-8979-66d4fc484ec9,Loima,Lorugum,peri-urban,Water collection point puddle,stagnant,no,dark,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/9f450d96-25c2-41ea-8fe3-2f77a8861ca8/,9f450d96-25c2-41ea-8fe3-2f77a8861ca8,gp23,9f450d96-25c2-41ea-8fe3-2f77a8861ca8,2025-09-06T04:23:12.937468Z,2025-09-06T04:18:09.692000Z,gp23
2025-09-06T06:54:51.944000Z,No,none,yes,MDR1822M,---,0dac0e7040014a50a68546ce3a568236,2025-09-06,Mandera,no,793,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,lamande,4.98,206.1,3.9648221,41.6196559,permanent,less_than_10m,Abdinur Mohamed Abdi,---,---,no,dry_season,not_shaded,GP18,3.963072351 41.61273342,3.963072351,3.963072351 41.61273342,41.61273342,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/920c0f41-6699-4119-8c1d-636806d2d69e/1757141602244.jpg,93a9cf86-e15c-48b7-ac06-4131445b06ec,Lafey,Lemadid,rural,Man-made construction water reservoir,stagnant,no,clear,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/920c0f41-6699-4119-8c1d-636806d2d69e/,920c0f41-6699-4119-8c1d-636806d2d69e,gp18,920c0f41-6699-4119-8c1d-636806d2d69e,2025-09-06T06:54:53.782820Z,2025-09-06T06:50:10.336000Z,gp18
2025-09-06T07:23:23.410000Z,,scarce,yes,WJR0822J,WJR0822J,7c3d4e768c6f42f3ac9c04f783d397a1,2025-09-03,Wajir,no,638,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,Griftu Sub County Hospital,4.4,279.0,1.9962681,39.7548719,temporary,less_than_10m,Ali Hassan Ali,---,---,yes,dry_season,partially_shaded,GP08,1.998154914 39.7494589,1.998154914,1.998154914 39.7494589,39.7494589,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/d6511210-18b5-49d2-b4e5-e8f6682433d5/1757143341835.jpg,74cbe05c-7882-4ef1-9ecd-643ff08c7079,Eldas,Griftu,peri-urban,Tank,stagnant,no,turbid_cloudy,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/d6511210-18b5-49d2-b4e5-e8f6682433d5/,d6511210-18b5-49d2-b4e5-e8f6682433d5,---,d6511210-18b5-49d2-b4e5-e8f6682433d5,2025-09-06T07:23:26.575384Z,2025-09-06T07:17:47.902000Z,gp08
2025-09-06T11:36:35.314000Z,,none,yes,TRK4624W,TRK4624W,913e11e774ae4fcb9ff68010adf1d8c6,2025-09-06,Turkana,yes,1214,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,kerio,4.88,386.8,3.0046198,36.047798,permanent,between_10m_100m,Rabecca Akal,---,---,no,dry_season,not_shaded,GP46,3.000638598 36.05797017,3.000638598,3.000638598 36.05797017,36.05797017,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/11d337a4-6c96-401b-9df7-05e18279c79b/1757158500273.jpg,3098a4d8-14ea-4800-b3b6-714f91d6a87e,Turkana Central,Kerio,peri-urban,Man-made construction water reservoir,stagnant,no,clear,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/11d337a4-6c96-401b-9df7-05e18279c79b/,11d337a4-6c96-401b-9df7-05e18279c79b,gp46,11d337a4-6c96-401b-9df7-05e18279c79b,2025-09-06T08:42:47.107203Z,2025-09-06T11:29:57.396000Z,gp46
2025-09-06T12:34:04.892000Z,,none,no,---,---,fecfe3e4338147fa91c7af95419f62b8,2025-09-06,Meru,no,1918,between_100m_500m,less_than_100m,---,---,---,---,---,---,---,---,---,---,machiku,4.91,1436.0,0.1895591,37.7813209,temporary,less_than_10m,Josphine Kainda,---,---,no,dry_season,not_shaded,-02,0.180696308 37.76653212,0.180696308,0.180696308 37.76653212,37.76653212,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/525f2c3f-d4bb-4fff-859a-db342289998e/1757161989961.jpg,---,Tigania West,Ncooro,rural,Tin/ plastic container,stagnant,no,polluted,between_10cm_50cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/525f2c3f-d4bb-4fff-859a-db342289998e/,525f2c3f-d4bb-4fff-859a-db342289998e,gp11,525f2c3f-d4bb-4fff-859a-db342289998e,2025-09-06T12:34:07.158031Z,2025-09-06T12:27:53.637000Z,gp11
2025-09-06T12:38:21.071000Z,,none,yes,MER11222,MER11222,fecfe3e4338147fa91c7af95419f62b8,2025-09-06,Meru,no,1907,between_100m_500m,less_than_100m,---,---,---,---,---,---,---,---,---,---,machiuku,5.0,1465.0,0.1894217,37.7812954,temporary,less_than_10m,Josphine Kainda,---,---,no,dry_season,not_shaded,-02,0.180696308 37.76653212,0.180696308,0.180696308 37.76653212,37.76653212,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/707c5956-b217-4d20-8b45-d000bb008591/1757162246809.jpg,dde75e66-1fad-4b4a-9a53-658887a29aae,Tigania West,Ncooro,rural,Tin/ plastic container,stagnant,no,polluted,between_10cm_50cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/707c5956-b217-4d20-8b45-d000bb008591/,707c5956-b217-4d20-8b45-d000bb008591,gp11,707c5956-b217-4d20-8b45-d000bb008591,2025-09-06T12:46:03.020348Z,2025-09-06T12:34:44.338000Z,gp11
2025-09-06T13:21:56.570000Z,,none,yes,LMU2022N,LMU2022N,c6782143ab134411889eab9b75e941c1,2025-09-06,Lamu,yes,475,more_than_500m,more_than_500m,---,---,---,---,---,---,---,---,---,---,mkomani,4.95,-20.9,-2.2775737,40.8990073,temporary,more_than_250m,Mohamed Galgalo Khalili,---,---,no,dry_season,not_shaded,GP20,-2.2735375 40.9003894,-2.2735375,-2.2735375 40.9003894,40.9003894,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/3f9d43cf-bab3-4e28-9638-7457524dabdc/1757164738683.jpg,7c8885ad-6a76-4246-8318-e4a8c8f6889d,Lamu West,Matondoni,rural,Man-made construction water reservoir,stagnant,no,polluted,more_than_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/3f9d43cf-bab3-4e28-9638-7457524dabdc/,3f9d43cf-bab3-4e28-9638-7457524dabdc,gp20,3f9d43cf-bab3-4e28-9638-7457524dabdc,2025-09-06T13:22:01.394973Z,2025-09-06T13:17:10.663000Z,gp20
2025-09-06T13:52:41.575000Z,,none,yes,MER11222,MER11222,fecfe3e4338147fa91c7af95419f62b8,2025-09-06,Meru,no,1998,between_100m_500m,less_than_100m,---,---,---,---,---,---,---,---,---,---,machiuku,4.59,1457.0,0.1892718,37.7823171,temporary,less_than_10m,Josphine Kainda,---,---,no,dry_season,not_shaded,-02,0.180696308 37.76653212,0.180696308,0.180696308 37.76653212,37.76653212,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/9069f43a-6632-45cf-a581-361492c7f946/1757166700587.jpg,ab270ad2-cd8e-4db4-a1e1-d55869f4a65e,Tigania West,Ncooro,rural,Tin/ plastic container,stagnant,no,clear,between_10cm_50cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/9069f43a-6632-45cf-a581-361492c7f946/,9069f43a-6632-45cf-a581-361492c7f946,gp11,9069f43a-6632-45cf-a581-361492c7f946,2025-09-06T13:52:44.083706Z,2025-09-06T13:47:55.447000Z,gp11
2025-09-06T14:02:14.766000Z,,scarce,yes,WJR0822D,WJR0822D,7c3d4e768c6f42f3ac9c04f783d397a1,2025-09-05,Wajir,no,151,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,Township Town B,4.44,286.5,1.9984632,39.7507765,temporary,less_than_10m,Ali Hassan Ali,---,---,no,dry_season,partially_shaded,GP08,1.998154914 39.7494589,1.998154914,1.998154914 39.7494589,39.7494589,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/23a7950c-c21c-4fa1-a102-e17bfad964d7/1757167282540.jpg,d485814b-567c-4262-b8b6-bdfae9025866,Eldas,Griftu,peri-urban,Water collection point puddle,stagnant,no,turbid_cloudy,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/23a7950c-c21c-4fa1-a102-e17bfad964d7/,23a7950c-c21c-4fa1-a102-e17bfad964d7,---,23a7950c-c21c-4fa1-a102-e17bfad964d7,2025-09-06T14:04:07.624861Z,2025-09-06T13:57:43.164000Z,gp08
2025-09-06T14:12:50.231000Z,,none,no,---,---,71e6ace756e342c5aefca84c0e8d8d85,2025-09-06,Tana River,no,49,between_100m_500m,less_than_100m,---,---,---,---,---,---,---,---,---,---,bangale centre,4.87,357.65,-0.7268641,39.0179092,temporary,between_10m_100m,Hassan Mohamed Gure,---,---,yes,dry_season,partially_shaded,GP33,-0.727261291 39.01773423,-0.727261291,-0.727261291 39.01773423,39.01773423,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/4e9c08d5-3fd3-40b6-a877-33a4dfde402d/1757167963946.jpg,---,Bura,Bangale,peri-urban,Tank,seepage,no,clear,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/4e9c08d5-3fd3-40b6-a877-33a4dfde402d/,4e9c08d5-3fd3-40b6-a877-33a4dfde402d,gp33,4e9c08d5-3fd3-40b6-a877-33a4dfde402d,2025-09-06T14:12:52.420202Z,2025-09-06T14:08:52.948000Z,gp33
2025-09-06T14:58:47.628000Z,,none,yes,WJR3222M,WJR3222M,03057078e1a64048a51c6495f835276f,2025-09-06,Wajir,yes,786,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,hodan,4.2,60.3,0.9934874,40.9588989,temporary,less_than_10m,Ali Farah Maalim,---,---,no,dry_season,fully_shaded,GP32,0.997826727 40.96447063,0.997826727,0.997826727 40.96447063,40.96447063,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/95d17c1f-2d05-46fb-9352-0665bcb7c122/1757170652240.jpg,769f92ad-f691-4203-92b6-784a437bed4e,Wajir South,Diff,rural,Tank,stagnant,no,turbid_cloudy,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/95d17c1f-2d05-46fb-9352-0665bcb7c122/,95d17c1f-2d05-46fb-9352-0665bcb7c122,gp32,95d17c1f-2d05-46fb-9352-0665bcb7c122,2025-09-06T15:15:13.531598Z,2025-09-06T09:35:53.466000Z,gp32
2025-09-07T08:02:52.698000Z,mohamednoor,none,yes,GRS39222,GRS39222,72db1dbe906842259a456dc6654c5e12,2025-09-07,Garissa,yes,716,more_than_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,town,3.8,42.8,-1.1533512,41.056268,temporary,between_100m_250m,Mohamednoor Guhad,---,---,yes,dry_season,partially_shaded,GP39,-1.150736525 41.05039213,-1.150736525,-1.150736525 41.05039213,41.05039213,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/472c8698-1e09-4b2e-bdba-ffe143da1e01/1757231501282.jpg,cf742b63-5a7f-423c-822b-65f6527d3c5b,Hulugho,Hulugho,peri-urban,Dam,stagnant,no,turbid_cloudy,more_than_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/472c8698-1e09-4b2e-bdba-ffe143da1e01/,472c8698-1e09-4b2e-bdba-ffe143da1e01,gp39,472c8698-1e09-4b2e-bdba-ffe143da1e01,2025-09-07T08:02:54.197739Z,2025-09-07T07:48:58.293000Z,gp39
2025-09-07T08:27:15.712000Z,,none,yes,TRK1522T,TRK1522T,c60616a4aaaf4a9da3c430fa16b11b4c,2025-09-07,Turkana,no,1372,more_than_500m,more_than_500m,---,---,---,---,---,---,---,---,---,---,kangagetei,4.2,446.5,3.1476007,35.8744297,temporary,less_than_10m,Evans Ngala,---,---,yes,dry_season,not_shaded,GP15,3.141020014 35.86398695,3.141020014,3.141020014 35.86398695,35.86398695,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/22ba94ec-2f20-451c-8297-589bea7980ec/1757233591659.jpg,49b0bce0-d472-46c1-bb5a-6d62e47ddfb1,Turkana Central,Kangagetei,rural,River,seepage,no,turbid_cloudy,between_10cm_50cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/22ba94ec-2f20-451c-8297-589bea7980ec/,22ba94ec-2f20-451c-8297-589bea7980ec,gp15,22ba94ec-2f20-451c-8297-589bea7980ec,2025-09-07T08:27:16.665419Z,2025-09-07T08:22:20.062000Z,gp15
2025-09-07T08:44:37.814000Z,NoAditional cmm,none,yes,MDR1822L,---,0dac0e7040014a50a68546ce3a568236,2025-09-07,Mandera,no,866,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,bulla diig,2.42,206.1,3.9651091,41.6202636,permanent,between_10m_100m,Abdinur Mohamed Abdi,---,---,no,dry_season,not_shaded,GP18,3.963072351 41.61273342,3.963072351,3.963072351 41.61273342,41.61273342,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/f37af6b6-4122-4d46-acae-dbe36ce5f58f/1757234577658.jpg,f469c342-2b88-4033-8d0d-88e7b7e4ba9f,Lafey,Lemadid,rural,Man-made construction water reservoir,stagnant,no,clear,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/f37af6b6-4122-4d46-acae-dbe36ce5f58f/,f37af6b6-4122-4d46-acae-dbe36ce5f58f,gp18,f37af6b6-4122-4d46-acae-dbe36ce5f58f,2025-09-07T08:44:40.052773Z,2025-09-07T08:40:27.574000Z,gp18
2025-09-01T08:49:12.855000Z,No anopheles found because of polluted water,scarce,no,---,---,6ccf89dac2bf4ed0866405434a5a026f,2025-09-01,Turkana,no,1500.4155435048988,more_than_500m,less_than_100m,,,,,,,,,,1,Nadapal,4.88,602.4,4.3963432,34.2949059,temporary,between_10m_100m,Mark Ingolol,---,---,no,rainy_season,fully_shaded,GP55,4.405343556 34.28482285,4.405343556,4.405343556 34.28482285,34.28482285,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/7f165527-a3c4-48ea-b740-35f5d8b96938/1756716428436.jpg,---,Turkana West,Lokariwon,rural,Drainage channel,flowing,no,polluted,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/7f165527-a3c4-48ea-b740-35f5d8b96938/,7f165527-a3c4-48ea-b740-35f5d8b96938,gp55,7f165527-a3c4-48ea-b740-35f5d8b96938,2025-09-07T08:52:53.850133Z,2025-09-01T08:42:57.341000Z,gp55
2025-09-07T09:02:32.276000Z,fair,scarce,yes,TRK5524K,TRK5524K,6ccf89dac2bf4ed0866405434a5a026f,2025-09-07,Turkana,yes,1465,between_100m_500m,less_than_100m,---,---,---,---,---,---,---,---,---,---,nadapal,4.8,598.09,4.3967817,34.29486,temporary,less_than_10m,Mark Ingolol,---,---,yes,rainy_season,not_shaded,GP55,4.405343556 34.28482285,4.405343556,4.405343556 34.28482285,34.28482285,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/17d9cd88-5a12-44b7-8a0a-77899c068a97/1757235650451.jpg,9843be50-3bf3-4150-8213-40e76fdb8ec3,Turkana West,Lokariwon,rural,Tank,stagnant,no,turbid_cloudy,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/17d9cd88-5a12-44b7-8a0a-77899c068a97/,17d9cd88-5a12-44b7-8a0a-77899c068a97,gp55,17d9cd88-5a12-44b7-8a0a-77899c068a97,2025-09-07T09:04:18.888289Z,2025-09-07T08:54:19.373000Z,gp55
2025-09-07T17:46:57.155000Z,,moderate,yes,TRK4622J,TRK4622J,913e11e774ae4fcb9ff68010adf1d8c6,2025-09-07,Turkana,yes,1182,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,kerio,3.8,374.0,3.005625,36.048575,permanent,less_than_10m,Rabecca Akal,spring,---,no,dry_season,not_shaded,GP46,3.000638598 36.05797017,3.000638598,3.000638598 36.05797017,36.05797017,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/11138fd2-5e93-44ae-8875-751209493fc7/1757267174254.jpg,f056cd3c-eae0-476e-9a15-2e634f94eea9,Turkana Central,Kerio,peri-urban,Other (specify),stagnant,yes,clear,less_than_10cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/11138fd2-5e93-44ae-8875-751209493fc7/,11138fd2-5e93-44ae-8875-751209493fc7,gp46,11138fd2-5e93-44ae-8875-751209493fc7,2025-09-07T14:55:10.801512Z,2025-09-07T17:42:35.582000Z,gp46
2025-09-08T04:36:10.550000Z,nothing in water,none,no,---,---,983f8e4161d24d6d899091b33f66566a,2025-09-08,Bungoma,no,1075,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,nachambo,4.5,1433.0,0.536341,34.5452799,temporary,less_than_10m,Dennis Peter,---,---,no,rainy_season,not_shaded,GP02,0.542103489 34.55303759,0.542103489,0.542103489 34.55303759,34.55303759,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/6b91f02a-ec3c-4803-a125-c4d5551c392d/1757306149434.jpg,---,Kanduyi,S.Kanduyi,rural,Pit,stagnant,yes,clear,less_than_10cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/6b91f02a-ec3c-4803-a125-c4d5551c392d/,6b91f02a-ec3c-4803-a125-c4d5551c392d,gp02,6b91f02a-ec3c-4803-a125-c4d5551c392d,2025-09-08T04:36:13.077527Z,2025-09-08T04:30:52.570000Z,gp02
2025-09-08T04:43:41.988000Z,nothing in this breeding site,none,no,---,---,983f8e4161d24d6d899091b33f66566a,2025-09-08,Bungoma,no,970,between_100m_500m,less_than_100m,---,---,---,---,---,---,---,---,---,---,nachambo,5.0,1445.09,0.5377483,34.5454813,temporary,less_than_10m,Dennis Peter,---,---,no,rainy_season,not_shaded,GP02,0.542103489 34.55303759,0.542103489,0.542103489 34.55303759,34.55303759,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/4b7d9385-4193-4e3b-be58-8a1115f73d4c/1757306597144.jpg,---,Kanduyi,S.Kanduyi,rural,Pit,stagnant,no,polluted,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/4b7d9385-4193-4e3b-be58-8a1115f73d4c/,4b7d9385-4193-4e3b-be58-8a1115f73d4c,gp02,4b7d9385-4193-4e3b-be58-8a1115f73d4c,2025-09-08T04:43:45.279317Z,2025-09-08T04:40:02.783000Z,gp02
2025-09-08T05:01:32.972000Z,nothing in this breeding site,none,no,---,---,983f8e4161d24d6d899091b33f66566a,2025-09-08,Bungoma,no,775,between_100m_500m,less_than_100m,---,---,---,---,---,---,---,---,---,---,nachambo,4.75,1445.09,0.5390189,34.5467964,temporary,less_than_10m,Dennis Peter,---,---,no,rainy_season,not_shaded,GP02,0.542103489 34.55303759,0.542103489,0.542103489 34.55303759,34.55303759,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/e791fc7a-193e-43c0-952b-938373665f30/1757307624495.jpg,---,Kanduyi,S.Kanduyi,rural,Pit,stagnant,no,clear,less_than_10cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/e791fc7a-193e-43c0-952b-938373665f30/,e791fc7a-193e-43c0-952b-938373665f30,gp02,e791fc7a-193e-43c0-952b-938373665f30,2025-09-08T05:01:35.401255Z,2025-09-08T04:53:03.948000Z,gp02
2025-09-08T05:08:37.862000Z,a few culex in this breeding,none,no,---,---,983f8e4161d24d6d899091b33f66566a,2025-09-08,Bungoma,no,746,between_100m_500m,less_than_100m,---,---,---,---,---,---,---,---,---,---,nachambo,4.7,1445.09,0.5389878,34.5470985,temporary,less_than_10m,Dennis Peter,---,---,yes,rainy_season,partially_shaded,GP02,0.542103489 34.55303759,0.542103489,0.542103489 34.55303759,34.55303759,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/8afafb9a-79f9-4ebc-a128-aba394efdba8/1757308085012.jpg,---,Kanduyi,S.Kanduyi,rural,Pit,stagnant,yes,polluted,less_than_10cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/8afafb9a-79f9-4ebc-a128-aba394efdba8/,8afafb9a-79f9-4ebc-a128-aba394efdba8,gp02,8afafb9a-79f9-4ebc-a128-aba394efdba8,2025-09-08T05:08:40.272456Z,2025-09-08T05:04:37.692000Z,gp02
2025-09-05T04:55:24.582000Z,none,none,no,---,---,c0827b7c05ab4798ab285a55bee1083e,2025-09-05,Tana River,no,1469,between_100m_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,maroni,7.92,6.59,-1.8458469,40.1104222,temporary,less_than_10m,Stella Nkundua Morowa,well,---,no,dry_season,not_shaded,GP17,-1.833359362 40.1061232,-1.833359362,-1.833359362 40.1061232,40.1061232,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/0eb4a12a-666b-432f-8504-75b95fba7403/1757048074047.jpg,---,Galole,Maroni,rural,Other (specify),stagnant,no,dark,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/0eb4a12a-666b-432f-8504-75b95fba7403/,0eb4a12a-666b-432f-8504-75b95fba7403,gp17,0eb4a12a-666b-432f-8504-75b95fba7403,2025-09-08T05:36:20.937533Z,2025-09-05T04:50:55.631000Z,gp17
2025-09-05T05:04:14.596000Z,none,none,no,---,---,c0827b7c05ab4798ab285a55bee1083e,2025-09-05,Tana River,no,1467,between_100m_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,maroni,4.21,4.4,-1.8458215,40.1104465,temporary,less_than_10m,Stella Nkundua Morowa,well,---,no,dry_season,not_shaded,GP17,-1.833359362 40.1061232,-1.833359362,-1.833359362 40.1061232,40.1061232,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/f9d942ea-7695-48bf-8929-bc63e9141cbc/1757048612393.jpg,---,Galole,Maroni,rural,Other (specify),stagnant,no,dark,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/f9d942ea-7695-48bf-8929-bc63e9141cbc/,f9d942ea-7695-48bf-8929-bc63e9141cbc,gp17,f9d942ea-7695-48bf-8929-bc63e9141cbc,2025-09-08T05:36:38.280348Z,2025-09-05T05:00:33.289000Z,gp17
2025-09-08T05:43:48.048000Z,no anopheles,none,no,---,---,c0827b7c05ab4798ab285a55bee1083e,2025-09-08,Tana River,yes,316,between_100m_500m,less_than_100m,,,,,,,1,,,,maroni,4.58,8.9,-1.8312683,40.10421,temporary,less_than_10m,Stella Nkundua Morowa,---,---,no,dry_season,not_shaded,GP17,-1.833359362 40.1061232,-1.833359362,-1.833359362 40.1061232,40.1061232,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/0964675a-ff45-4012-8fab-12c7089d646a/1757310172440.jpg,---,Galole,Maroni,rural,Drainage channel,stagnant,yes,dark,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/0964675a-ff45-4012-8fab-12c7089d646a/,0964675a-ff45-4012-8fab-12c7089d646a,gp17,0964675a-ff45-4012-8fab-12c7089d646a,2025-09-08T05:44:41.025464Z,2025-09-08T05:36:38.024000Z,gp17
2025-09-08T06:43:57.473000Z,no anopheles,none,no,---,---,c0827b7c05ab4798ab285a55bee1083e,2025-09-08,Tana River,yes,407,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,maroni,3.1,78.3,-1.8304067,40.1039633,temporary,less_than_10m,Stella Nkundua Morowa,---,---,yes,dry_season,not_shaded,GP17,-1.833359362 40.1061232,-1.833359362,-1.833359362 40.1061232,40.1061232,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/457ced53-2c01-4030-8bc2-beb26d5a1226/1757313778045.jpg,---,Galole,Maroni,rural,Pit,stagnant,no,dark,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/457ced53-2c01-4030-8bc2-beb26d5a1226/,457ced53-2c01-4030-8bc2-beb26d5a1226,gp17,457ced53-2c01-4030-8bc2-beb26d5a1226,2025-09-08T06:44:04.188972Z,2025-09-08T06:39:25.986000Z,gp17
